Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,0,16/02/2018 08:49:55,112639807,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633568,56300000,112.4299782,56300000,56300000,113000000,56300000,112.4299782,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,112.4299782,56300000,56300000,Benign
23,6,16/02/2018 08:51:18,22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,58856,0,0,20,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 08:52:44,112640246,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633465,56300000,123.0365799,56300000,56300000,113000000,56300000,123.0365799,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,123.0365799,56300000,56300000,Benign
80,6,16/02/2018 08:56:00,260500,16,16,217,24171,217,0,13.5625,54.25,4344,0,1510.6875,993.7161713,93619.96161,122.840691,8403.225806,25865.70522,88584,3,260264,17350.93333,35613.14724,88611,14,171916,11461.06667,29840.04077,85363,15,0,0,0,0,520,520,61.42034549,61.42034549,0,4344,739.030303,1020.883854,1042203.843,0,0,0,1,0,0,0,0,1,762.125,13.5625,1510.6875,0,0,0,0,0,0,16,217,16,24171,26883,119,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 08:56:00,198326,2,0,0,0,0,0,0,0,0,0,0,0,0,10.08440648,198326,0,198326,198326,198326,198326,0,198326,198326,0,0,0,0,0,0,0,0,0,64,0,10.08440648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,595,-1,0,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 08:56:01,340364,24,24,255,45734,255,0,10.625,52.05165703,5792,0,1905.583333,1242.856315,135117.1099,141.0254904,7241.787234,23663.53511,86029,3,257674,11203.21739,29014.69814,86115,10,255804,11121.91304,28805.55303,86179,10,0,0,0,0,776,776,70.51274518,70.51274518,0,5792,938.5510204,1287.600013,1657913.794,0,0,0,1,0,0,0,0,1,958.1041667,10.625,1905.583333,0,0,0,0,0,0,24,255,24,45734,26883,119,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 08:56:01,840596,2,0,0,0,0,0,0,0,0,0,0,0,0,2.379264236,840596,0,840596,840596,840596,840596,0,840596,840596,0,0,0,0,0,0,0,0,0,64,0,2.379264236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,852,-1,0,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 08:56:00,1677127,59,55,733,107578,261,0,12.42372881,54.31841099,2896,0,1955.963636,830.0861393,64581.275,67.97338544,14841.83186,95108.58361,997521,3,1677127,28915.98276,131761.254,997521,7,593189,10984.98148,27891.01423,153682,10,0,0,0,0,1904,1768,35.17920825,32.79417719,0,2896,941.8347826,1130.890605,1278913.56,0,0,0,1,0,0,0,0,0,950.0964912,12.42372881,1955.963636,0,0,0,0,0,0,59,733,55,107578,26883,252,3,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 08:56:00,1676473,207,889,1759,1566268,273,0,8.497584541,45.70078651,8688,0,1761.831271,870.3020009,935313.0053,653.7534455,1531.025571,44256.82144,1458530,2,1676473,8138.218447,101974.3103,1458530,13,217057,244.4335586,4586.449562,135528,3,0,0,0,0,6632,28456,123.4735066,530.2799389,0,8688,1429.377393,1042.542467,1086894.795,0,0,0,1,0,0,0,0,4,1430.681569,8.497584541,1761.831271,0,0,0,0,0,0,207,1759,889,1566268,26883,269,7,32,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 08:55:32,112640552,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633392,56300000,43.84062043,56300000,56300000,113000000,56300000,43.84062043,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,43.84062043,56300000,56300000,Benign
0,0,16/02/2018 08:58:21,112640757,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633344,56300000,6.363961031,56300000,56300000,113000000,56300000,6.363961031,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,6.363961031,56300000,56300000,Benign
0,0,16/02/2018 09:01:10,112641141,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633253,56300000,211.4249276,56300000,56300000,113000000,56300000,211.4249276,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,211.4249276,56300000,56300000,Benign
67,17,16/02/2018 08:42:10,685,1,1,300,329,300,300,300,0,329,329,329,0,918248.1752,2919.708029,685,0,685,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1459.854015,1459.854015,300,329,309.6666667,16.74315781,280.3333333,0,0,0,0,0,0,0,0,1,464.5,300,329,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:03:59,112640905,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633309,56300000,101.1162697,56300000,56300000,113000000,56300000,101.1162697,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,101.1162697,56300000,56300000,Benign
23,6,16/02/2018 08:55:24,23,1,1,0,0,0,0,0,0,0,0,0,0,0,86956.52174,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,58856,0,0,20,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:09:27,2161996,14,10,2177,1385,1448,0,155.5,395.9756694,976,0,138.5,306.3597196,1647.551614,11.1008531,93999.82609,131873.2719,300059,7,2161996,166307.3846,145843.171,319683,7,1869331,207703.4444,157964.143,391025,70,0,0,0,0,456,328,6.475497642,4.625355459,0,1448,142.48,347.964093,121079.01,0,0,0,1,0,0,0,0,0,148.4166667,155.5,138.5,0,0,0,0,0,0,14,2177,10,1385,29200,255,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:09:27,2158562,14,10,2177,1385,1448,0,155.5,395.9756694,976,0,138.5,306.3597196,1650.172661,11.11851316,93850.52174,131661.732,299540,6,2158562,166043.2308,146062.2416,320676,27,1867185,207465,157930.0988,398465,48,0,0,0,0,456,328,6.485799342,4.632713816,0,1448,142.48,347.964093,121079.01,0,0,0,1,0,0,0,0,0,148.4166667,155.5,138.5,0,0,0,0,0,0,14,2177,10,1385,29200,255,7,32,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:06:48,112641080,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633267,56300000,26.87005769,56300000,56300000,113000000,56300000,26.87005769,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,26.87005769,56300000,56300000,Benign
0,0,16/02/2018 09:09:37,112641107,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633261,56300000,27.57716447,56300000,56300000,113000000,56300000,27.57716447,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,27.57716447,56300000,56300000,Benign
0,0,16/02/2018 09:12:26,112641162,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633248,56300000,118.7939392,56300000,56300000,113000000,56300000,118.7939392,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,118.7939392,56300000,56300000,Benign
35605,6,16/02/2018 08:34:20,54051783,141,160,11888,4288,544,64,84.31205674,52.26322591,64,0,26.8,31.67380919,299.2685736,5.568733968,180172.61,940706.0741,13000000,5,54000000,385779.3,1371221.616,13100000,27,54000000,339457.1132,1273715.741,13000000,5,1,0,0,0,2820,3200,2.608609599,2.960124368,0,544,53.77483444,51.22838864,2624.347803,0,1,0,0,1,0,0,0,1,53.95348837,84.31205674,26.8,0,0,0,0,0,0,141,11888,160,4288,255,253,140,20,8797953,7912940.1,17100000,1400316,8495075.333,3971634.455,13000000,5395139,Benign
0,0,16/02/2018 09:15:15,112641202,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633239,56300000,77.78174593,56300000,56300000,113000000,56300000,77.78174593,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,77.78174593,56300000,56300000,Benign
0,0,16/02/2018 09:18:04,112641133,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633255,56300000,38.89087297,56300000,56300000,113000000,56300000,38.89087297,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,38.89087297,56300000,56300000,Benign
22,6,16/02/2018 09:22:07,3637974,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,965.3724848,7.146835024,145518.96,191869.9679,719736,12,3637974,279844.1538,193407.4071,719736,179,3333691,303062.8182,328467.3821,1064035,75,0,0,0,0,456,392,3.848295782,3.298539242,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:20:53,112641202,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633239,56300000,159.8061325,56300000,56300000,113000000,56300000,159.8061325,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,159.8061325,56300000,56300000,Benign
0,0,16/02/2018 09:23:42,112639332,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633681,56300000,258.8010819,56300000,56300000,113000000,56300000,258.8010819,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,258.8010819,56300000,56300000,Benign
0,0,16/02/2018 09:26:31,112639428,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633658,56300000,82.02438662,56300000,56300000,113000000,56300000,82.02438662,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,82.02438662,56300000,56300000,Benign
22,6,16/02/2018 09:29:59,7324765,10,7,1063,1297,744,0,106.3,239.3574965,976,0,185.2857143,363.3963467,322.194637,2.320893571,457797.8125,1511648.14,6106281,12,7324765,813862.7778,1990498.342,6106281,24,912497,152082.8333,149633.5618,302764,2703,0,0,0,0,328,232,1.365231513,0.955662059,0,976,131.1111111,281.9949705,79521.1634,0,0,0,1,0,0,0,0,0,138.8235294,106.3,185.2857143,0,0,0,0,0,0,10,1063,7,1297,29200,222,4,32,1218460,0,1218460,1218460,6106281,0,6106281,6106281,Benign
40298,6,16/02/2018 09:30:07,928,2,0,848,0,848,0,424,599.6265504,0,0,0,0,913793.1034,2155.172414,928,0,928,928,928,928,0,928,928,0,0,0,0,0,1,0,0,0,64,0,2155.172414,0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848,424,0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0,0,0,0,0,0,0,0,Benign
23,6,16/02/2018 09:07:09,22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,58856,0,0,20,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:29:20,112639893,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633548,56300000,23.33452378,56300000,56300000,113000000,56300000,23.33452378,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,23.33452378,56300000,56300000,Benign
22,6,16/02/2018 09:33:18,7288401,9,7,1063,1297,744,0,118.1111111,250.7670455,976,0,185.2857143,363.3963467,323.8021618,2.195268894,485893.4,1541519.88,6036846,5,7288401,911050.125,2076934.5,6036846,13,937804,156300.6667,155489.5658,302614,2588,0,0,0,0,296,232,1.234838753,0.960430141,0,976,138.8235294,288.7103296,83353.65441,0,0,0,1,0,0,0,0,0,147.5,118.1111111,185.2857143,0,0,0,0,0,0,9,1063,7,1297,29200,222,4,32,1251534,0,1251534,1251534,6036846,0,6036846,6036846,Benign
51636,6,16/02/2018 09:33:25,841,2,0,848,0,848,0,424,599.6265504,0,0,0,0,1008323.424,2378.121284,841,0,841,841,841,841,0,841,841,0,0,0,0,0,1,0,0,0,64,0,2378.121284,0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848,424,0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:33:18,7588843,9,7,1063,1297,744,0,118.1111111,250.7670455,976,0,185.2857143,363.3963467,310.9828468,2.108358283,505922.8667,1617728.492,6333222,21,7588843,948605.375,2181274.825,6333222,21,941869,156978.1667,156292.325,303852,2678,0,0,0,0,296,232,1.185951534,0.922406749,0,976,138.8235294,288.7103296,83353.65441,0,0,0,1,0,0,0,0,0,147.5,118.1111111,185.2857143,0,0,0,0,0,0,9,1063,7,1297,29200,222,4,32,1255600,0,1255600,1255600,6333222,0,6333222,6333222,Benign
51630,6,16/02/2018 09:33:26,874,2,0,848,0,848,0,424,599.6265504,0,0,0,0,970251.7162,2288.329519,874,0,874,874,874,874,0,874,874,0,0,0,0,0,1,0,0,0,64,0,2288.329519,0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848,424,0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0,0,0,0,0,0,0,0,Benign
23,6,16/02/2018 09:30:25,91274251,2,2,0,0,0,0,0,0,0,0,0,0,0,0.04382397,30400000,52700000,91300000,23,91300000,91300000,0,91300000,91300000,91300000,91300000,0,91300000,91300000,0,0,0,0,40,40,0.021911985,0.021911985,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,58856,0,0,20,23,0,23,23,91300000,0,91300000,91300000,Benign
22,6,16/02/2018 09:33:30,5017533,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,699.9455709,5.181829397,200701.32,364844.2939,1691753,18,5017533,385964.0769,439650.7106,1691753,211,4712217,428383.3636,617101.4563,2037210,116,0,0,0,0,456,392,2.790215829,2.391613568,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:33:30,4531289,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,775.0553981,5.737881649,181251.56,270471.5872,1093754,12,4531289,348560.6923,296475.2723,1093754,430,4207332,382484.7273,470037.6606,1456479,47,0,0,0,0,456,392,3.08962858,2.648253069,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:33:44,3451504,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,1017.527432,7.532947955,138060.16,167989.5217,467735,16,3451504,265500.3077,156462.8902,467735,146,3133433,284857.5455,273038.0309,824168,74,0,0,0,0,456,392,4.056202745,3.47674521,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
67,17,16/02/2018 09:04:54,827,1,1,300,329,300,300,300,0,329,329,329,0,760580.4111,2418.379686,827,0,827,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1209.189843,1209.189843,300,329,309.6666667,16.74315781,280.3333333,0,0,0,0,0,0,0,0,1,464.5,300,329,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:34:46,4044008,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,868.4453641,6.429265224,161760.32,220063.3358,844218,19,4044008,311077.5385,226426.0535,844218,187,3721400,338309.0909,381012.5757,1205845,106,0,0,0,0,456,392,3.461912044,2.96735318,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:32:09,112640151,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633487,56300000,212.8391411,56300000,56300000,113000000,56300000,212.8391411,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,212.8391411,56300000,56300000,Benign
0,0,16/02/2018 09:34:58,112640394,3,0,0,0,0,0,0,0,0,0,0,0,0,0.02663343,56300000,260.2152955,56300000,56300000,113000000,56300000,260.2152955,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.02663343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,260.2152955,56300000,56300000,Benign
